"order_id","customer_id","product_id","quantity","order_date"
125123,4358,89,10,2024-10-20
125124,22944,166,10,2024-08-26
125125,36060,190,1,2024-10-06
125126,25700,117,9,2024-04-11
125127,40349,141,5,2024-05-17
125128,29257,89,3,2024-12-17
125129,23515,99,10,2024-06-19
125130,13796,84,2,2024-04-27
125131,35980,7,3,2024-07-14
125132,46512,92,2,2024-09-17
125133,27119,188,2,2024-07-23
125134,13575,33,4,2024-02-26
125135,29012,26,4,2024-04-21
125136,9449,44,2,2024-11-06
125137,28972,135,8,2024-08-03
125138,33378,178,10,2024-06-23
125139,43312,132,2,2024-01-19
125140,39346,15,2,2024-05-26
125141,29796,68,1,2024-04-02
125142,4777,174,7,2024-12-22
125143,11287,199,4,2024-06-28
125144,34125,175,7,2024-04-27
125145,35748,193,7,2024-01-19
125146,47407,139,8,2024-10-20
125147,776,15,10,2024-12-01
125148,6749,104,6,2024-10-22
125149,11832,43,10,2024-08-25
125150,26715,114,8,2024-02-28
125151,17824,190,2,2024-08-11
125152,3636,3,2,2024-05-01
125153,28520,165,2,2024-10-03
125154,32362,80,7,2024-02-02
125155,37459,111,9,2024-07-13
125156,14248,116,1,2024-01-17
125157,44128,59,9,2024-10-15
125158,42765,171,2,2024-05-04
125159,6148,59,6,2024-10-02
125160,4856,19,4,2024-07-04
125161,30258,23,5,2024-11-21
125162,19500,134,8,2024-03-06
125163,37122,166,10,2024-10-30
125164,34406,185,5,2024-11-23
125165,20042,171,1,2024-05-10
125166,9144,51,8,2024-09-17
125167,45746,95,8,2024-07-26
125168,1218,155,7,2024-05-22
125169,16554,19,7,2024-11-21
125170,35758,37,4,2024-02-19
125171,41388,49,1,2024-11-25
125172,4253,192,3,2024-01-17
125173,22124,79,7,2024-01-10
125174,45869,50,5,2024-12-11
125175,43480,63,8,2024-02-03
125176,26124,48,1,2024-09-06
125177,27435,128,6,2024-05-29
125178,8960,4,10,2024-04-10
125179,5598,99,8,2024-12-15
125180,13693,149,10,2024-06-28
125181,45544,72,10,2024-05-03
125182,27973,56,9,2024-02-22
125183,44411,165,10,2024-07-10
125184,10484,181,7,2024-06-22
125185,34328,65,7,2024-03-13
125186,359,67,10,2024-04-04
125187,38427,112,4,2024-06-10
125188,40068,121,5,2024-11-07
125189,40574,105,2,2024-08-24
125190,29381,104,7,2024-03-24
125191,26418,91,7,2024-10-11
125192,38244,166,10,2024-01-19
125193,15436,124,2,2024-12-22
125194,14619,95,2,2024-02-05
125195,19274,126,5,2024-01-09
125196,3641,82,9,2024-02-04
125197,9598,79,8,2024-04-23
125198,8412,68,5,2024-07-02
125199,16956,34,6,2024-05-12
125200,1189,145,5,2024-03-25
125201,9138,141,4,2024-02-27
125202,46715,30,6,2024-10-02
125203,29413,186,1,2024-02-19
125204,14346,130,5,2024-03-22
125205,36059,35,6,2024-03-13
125206,40779,60,6,2024-05-09
125207,18638,74,1,2024-01-20
125208,1642,178,5,2024-08-11
125209,40847,155,3,2024-12-04
125210,31119,134,6,2024-02-19
125211,37780,8,6,2024-02-08
125212,40022,11,1,2024-09-05
125213,28878,38,7,2024-10-24
125214,3019,134,1,2024-12-21
125215,42131,113,4,2024-10-10
125216,41400,103,2,2024-04-11
125217,8516,33,9,2024-08-20
125218,40916,66,4,2024-08-18
125219,34991,107,7,2024-10-13
125220,39903,144,3,2024-01-20
125221,31805,170,2,2024-05-21
125222,30306,6,5,2024-12-28
125223,9006,152,10,2024-02-17
125224,28363,8,3,2024-07-21
125225,48994,163,6,2024-01-14
125226,30990,187,1,2024-01-04
125227,29683,59,9,2024-04-05
125228,25018,133,3,2024-01-22
125229,24976,20,5,2024-11-19
125230,2283,197,2,2024-05-10
125231,25269,26,3,2024-07-25
125232,21528,141,6,2024-01-05
125233,9943,78,7,2024-10-30
125234,2261,87,1,2024-02-05
125235,12651,151,7,2024-12-05
125236,34948,112,2,2024-09-13
125237,22980,58,5,2024-07-08
125238,29577,173,4,2024-07-10
125239,9113,104,7,2024-10-04
125240,14045,50,10,2024-03-24
125241,10657,20,8,2024-02-16
125242,33125,19,4,2024-11-29
125243,30620,157,2,2024-02-08
125244,38799,77,10,2024-10-28
125245,12250,123,9,2024-07-10
125246,15419,146,1,2024-07-02
125247,19832,99,5,2024-01-09
125248,41819,152,8,2024-03-20
125249,12052,83,6,2024-09-20
125250,47419,42,10,2024-01-26
125251,35808,35,2,2024-06-10
125252,33750,40,6,2024-03-12
125253,49784,123,1,2024-04-19
125254,32261,47,8,2024-07-11
125255,46367,75,4,2024-12-24
125256,45774,114,5,2024-02-25
125257,8983,164,9,2024-08-31
125258,31193,145,7,2024-03-21
125259,13004,95,9,2024-01-18
125260,32132,41,3,2024-12-25
125261,17402,158,1,2024-11-07
125262,34432,196,4,2024-12-16
125263,17762,148,3,2024-07-01
125264,3148,171,9,2024-01-18
125265,25353,147,4,2024-09-18
125266,5843,146,3,2024-05-23
125267,40787,98,4,2024-03-07
125268,8254,194,5,2024-05-31
125269,4527,193,6,2024-07-08
125270,33342,152,10,2024-01-11
125271,28513,17,4,2024-08-06
125272,49355,151,5,2024-06-26
125273,26226,41,4,2024-08-14
125274,39931,197,3,2024-05-06
125275,27347,178,3,2024-04-20
125276,13693,162,1,2024-05-13
125277,12230,179,7,2024-07-28
125278,22376,103,10,2024-09-19
125279,2353,161,9,2024-05-04
125280,46304,20,8,2024-06-01
125281,19666,54,4,2024-06-13
125282,12517,137,8,2024-01-12
125283,21222,136,4,2024-09-10
125284,20225,34,4,2024-04-13
125285,18397,55,3,2024-01-06
125286,27100,64,1,2024-06-16
125287,22622,117,2,2024-03-12
125288,26237,147,9,2024-07-06
125289,29409,173,5,2024-08-25
125290,34168,93,4,2024-08-09
125291,38251,50,6,2024-07-27
125292,39373,193,8,2024-02-20
125293,42582,34,2,2024-03-03
125294,43962,120,1,2024-06-03
125295,32384,28,1,2024-10-11
125296,48781,62,4,2024-09-28
125297,11371,192,4,2024-10-24
125298,10015,9,8,2024-05-19
125299,19855,49,10,2024-03-15
125300,12774,86,4,2024-10-17
125301,8392,146,5,2024-02-14
125302,14537,169,10,2024-01-14
125303,40331,97,9,2024-08-04
125304,39811,27,2,2024-08-01
125305,19964,169,6,2024-03-28
125306,41707,59,1,2024-05-07
125307,9540,195,9,2024-04-02
125308,35910,200,8,2024-06-27
125309,1187,86,3,2024-12-30
125310,12115,182,2,2024-06-12
125311,49103,4,4,2024-12-27
125312,17783,65,8,2024-12-21
125313,23584,26,4,2024-05-12
125314,19960,153,8,2024-08-04
125315,9305,173,4,2024-04-14
125316,12173,197,1,2024-03-11
125317,34618,21,5,2024-02-28
125318,41393,153,4,2024-04-07
125319,8729,46,8,2024-08-24
125320,36724,25,1,2024-10-29
125321,1558,30,1,2024-01-09
125322,44667,134,3,2024-04-27
125323,44885,119,4,2024-09-21
125324,33712,143,2,2024-11-18
125325,7485,137,6,2024-09-15
125326,44799,94,8,2024-08-19
125327,1329,11,8,2024-06-25
125328,45921,102,10,2024-04-09
125329,29409,91,10,2024-01-13
125330,12537,171,10,2024-01-04
125331,40223,52,1,2024-11-22
125332,18921,160,9,2024-08-16
125333,12737,116,7,2024-12-12
125334,42082,144,10,2024-05-10
125335,35681,86,9,2024-10-02
125336,46155,154,8,2024-03-17
125337,20792,176,9,2024-06-07
125338,31595,42,7,2024-06-26
125339,41153,183,6,2024-03-27
125340,38090,16,7,2024-05-21
125341,40715,106,10,2024-05-16
125342,48265,107,9,2024-08-28
125343,13370,32,2,2024-09-22
125344,29862,101,2,2024-03-15
125345,42833,136,3,2024-06-21
125346,21961,153,2,2024-02-04
125347,6199,61,10,2024-02-09
125348,44352,91,6,2024-01-02
125349,16019,135,6,2024-03-25
125350,15343,99,7,2024-10-09
125351,27301,7,1,2024-10-11
125352,25716,65,2,2024-01-28
125353,23598,110,8,2024-02-11
125354,2761,71,3,2024-05-29
125355,3610,133,10,2024-11-30
125356,19468,186,2,2024-09-28
125357,34215,160,8,2024-02-09
125358,28010,36,3,2024-09-22
125359,25848,62,4,2024-09-26
125360,34437,92,5,2024-12-24
125361,19122,152,4,2024-06-07
125362,12257,4,10,2024-12-04
125363,27450,98,9,2024-05-02
125364,25793,152,9,2024-10-27
125365,44746,1,10,2024-01-20
125366,12901,70,5,2024-01-18
125367,22698,37,4,2024-01-16
125368,31447,124,3,2024-08-25
125369,35939,158,9,2024-04-13
125370,35354,192,5,2024-08-17
125371,44079,75,9,2024-01-08
125372,33154,36,4,2024-08-02
125373,49731,56,9,2024-04-08
125374,20176,160,2,2024-03-19
125375,17304,198,2,2024-01-26
125376,4190,104,7,2024-05-02
125377,24924,100,7,2024-11-21
125378,511,46,7,2024-01-17
125379,47419,184,6,2024-12-24
125380,12304,63,4,2024-03-01
125381,22979,171,5,2024-04-11
125382,14358,45,2,2024-04-05
125383,38899,28,3,2024-12-02
125384,32908,19,6,2024-10-28
125385,30071,123,6,2024-11-09
125386,2778,159,8,2024-10-07
125387,26396,125,4,2024-10-17
125388,43956,152,1,2024-04-28
125389,5343,65,2,2024-05-15
125390,47186,177,8,2024-07-25
125391,34869,154,5,2024-02-17
125392,18352,51,4,2024-04-13
125393,21302,107,8,2024-07-16
125394,29098,69,9,2024-11-29
125395,13503,19,4,2024-04-09
125396,48949,37,6,2024-10-21
125397,31484,175,10,2024-12-14
125398,29466,132,3,2024-03-16
125399,12385,104,6,2024-02-09
125400,9047,152,1,2024-07-31
125401,6073,120,7,2024-06-05
125402,4665,58,1,2024-04-29
125403,34971,54,9,2024-05-31
125404,37315,112,2,2024-02-27
125405,48148,169,3,2024-10-07
125406,20562,85,3,2024-01-06
125407,18306,136,5,2024-04-23
125408,44997,173,2,2024-04-06
125409,44342,100,7,2024-06-25
125410,31842,64,5,2024-10-09
125411,6202,166,3,2024-07-10
125412,7757,8,3,2024-05-11
125413,46032,154,8,2024-08-14
125414,45368,31,9,2024-02-20
125415,39376,106,2,2024-10-29
125416,44576,1,4,2024-03-29
125417,10058,15,2,2024-07-11
125418,47117,6,3,2024-04-09
125419,2262,88,7,2024-04-18
125420,11130,96,1,2024-01-26
125421,556,129,5,2024-07-08
125422,13893,26,7,2024-05-21
125423,18956,152,3,2024-12-30
125424,40438,51,6,2024-04-25
125425,18097,8,8,2024-08-22
125426,214,94,5,2024-04-15
125427,30933,149,7,2024-05-01
125428,6621,44,3,2024-04-02
125429,3618,140,8,2024-01-13
125430,24489,29,6,2024-08-19
125431,32647,195,2,2024-12-22
125432,6146,156,1,2024-02-11
125433,33126,52,2,2024-12-07
125434,11847,138,9,2024-03-22
125435,36827,142,2,2024-12-08
125436,29246,88,2,2024-03-29
125437,46824,155,9,2024-02-20
125438,45516,25,7,2024-10-25
125439,6960,145,8,2024-12-25
125440,15863,16,3,2024-10-02
125441,23808,31,7,2024-04-24
125442,1863,85,8,2024-09-26
125443,4042,144,2,2024-12-01
125444,19675,18,2,2024-05-20
125445,30007,72,2,2024-12-31
125446,10362,36,5,2024-11-12
125447,6264,58,6,2024-08-12
125448,23819,63,8,2024-03-11
125449,44419,133,5,2024-06-20
125450,18067,110,6,2024-01-04
125451,25065,36,1,2024-07-18
125452,25271,167,10,2024-10-29
125453,14053,126,7,2024-01-05
125454,44897,196,8,2024-02-24
125455,26810,150,3,2024-05-21
125456,1066,43,7,2024-01-23
125457,9219,100,4,2024-03-23
125458,43314,18,6,2024-11-13
125459,7789,53,7,2024-05-27
125460,455,20,10,2024-10-25
125461,7185,196,6,2024-05-31
125462,20909,87,7,2024-05-21
125463,41947,84,6,2024-09-28
125464,27948,189,7,2024-01-25
125465,2673,38,7,2024-10-08
125466,1561,133,6,2024-06-07
125467,10645,174,4,2024-07-15
125468,21928,110,2,2024-12-29
125469,34503,97,9,2024-11-03
125470,3425,129,3,2024-01-08
125471,38808,119,8,2024-06-30
125472,42928,27,6,2024-07-14
125473,24760,21,10,2024-06-30
125474,15113,130,9,2024-03-25
125475,5599,150,7,2024-07-18
125476,5863,115,9,2024-08-12
125477,25486,193,1,2024-02-09
125478,7538,185,10,2024-09-13
125479,41470,3,3,2024-04-16
125480,12970,33,6,2024-11-23
125481,28432,82,4,2024-02-02
125482,30189,143,7,2024-02-17
125483,45562,23,2,2024-09-11
125484,20627,145,10,2024-06-15
125485,37773,103,5,2024-06-07
125486,24195,105,6,2024-01-16
125487,49018,57,1,2024-08-06
125488,29940,47,7,2024-03-11
125489,49825,18,3,2024-11-16
125490,10115,57,5,2024-12-13
125491,19846,123,3,2024-06-02
125492,25764,136,4,2024-11-25
125493,8991,88,2,2024-10-06
125494,34810,191,10,2024-02-29
125495,49855,14,2,2024-05-05
125496,31478,160,7,2024-10-12
125497,20040,115,2,2024-11-30
125498,34222,47,6,2024-03-23
125499,9618,33,9,2024-12-13
125500,35375,6,7,2024-06-27
125501,45190,20,7,2024-05-21
125502,27116,87,9,2024-04-14
125503,18822,116,2,2024-11-26
125504,24817,143,5,2024-04-29
125505,24817,113,5,2024-01-30
125506,47825,8,7,2024-07-18
125507,49649,167,4,2024-07-21
125508,27303,43,6,2024-05-09
125509,16071,106,2,2024-08-03
125510,7664,146,8,2024-01-22
125511,20542,110,3,2024-04-30
125512,31386,100,9,2024-05-02
125513,30801,153,4,2024-07-29
125514,32437,180,6,2024-09-18
125515,18118,35,3,2024-12-21
125516,29017,25,7,2024-11-21
125517,47117,122,5,2024-05-24
125518,18795,27,6,2024-02-29
125519,47832,147,7,2024-05-15
125520,20825,182,2,2024-03-20
125521,283,196,10,2024-09-28
125522,11867,160,5,2024-12-01
125523,42294,147,9,2024-09-12
125524,30612,117,9,2024-02-21
125525,27934,52,4,2024-08-06
125526,36346,151,8,2024-05-08
125527,21127,173,2,2024-09-25
125528,29583,47,10,2024-05-08
125529,18887,91,1,2024-10-01
125530,23200,42,3,2024-05-11
125531,38515,184,3,2024-09-23
125532,32866,152,8,2024-09-21
125533,10999,197,3,2024-10-29
125534,5653,27,6,2024-03-25
125535,36762,108,10,2024-07-20
125536,21,11,7,2024-11-25
125537,21982,27,10,2024-01-13
125538,25189,17,9,2024-08-21
125539,7019,189,6,2024-03-12
125540,37477,15,8,2024-11-15
125541,22858,157,5,2024-04-14
125542,43122,71,2,2024-01-15
125543,47008,161,2,2024-04-24
125544,36762,173,1,2024-11-02
125545,18055,186,3,2024-01-19
125546,43975,117,2,2024-10-13
125547,38028,2,8,2024-08-16
125548,3421,112,10,2024-03-17
125549,22833,50,4,2024-03-18
125550,46160,166,8,2024-02-24
125551,25514,5,5,2024-06-26
125552,3362,92,10,2024-05-16
125553,35060,143,9,2024-01-26
125554,26995,182,7,2024-08-24
125555,23496,22,2,2024-10-12
125556,24873,71,7,2024-09-25
125557,8073,80,5,2024-03-23
125558,8926,87,10,2024-12-13
125559,38723,123,6,2024-06-28
125560,12538,114,2,2024-03-08
125561,41447,5,2,2024-01-03
125562,23003,136,10,2024-12-28
125563,39026,107,8,2024-04-10
125564,23793,74,6,2024-10-19
125565,47723,58,6,2024-05-26
125566,49085,53,2,2024-09-15
125567,22237,84,3,2024-04-10
125568,19682,136,1,2024-10-12
125569,46748,167,9,2024-09-25
125570,49885,7,6,2024-03-18
125571,34369,173,1,2024-12-13
125572,11121,199,2,2024-01-02
125573,16827,104,4,2024-08-15
125574,26297,87,4,2024-08-20
125575,48732,118,6,2024-08-09
125576,33553,176,3,2024-09-27
125577,12940,121,9,2024-10-12
125578,30699,167,3,2024-01-18
125579,15662,187,7,2024-07-02
125580,2661,116,4,2024-08-01
125581,28059,101,10,2024-03-14
125582,5785,37,10,2024-11-16
125583,44732,89,7,2024-10-07
125584,29760,151,6,2024-03-27
125585,43731,47,2,2024-02-26
125586,49620,168,2,2024-10-20
125587,6124,184,9,2024-01-23
125588,22538,153,2,2024-11-01
125589,39095,50,8,2024-08-21
125590,43766,41,10,2024-10-19
125591,12589,122,8,2024-11-05
125592,31974,113,8,2024-02-20
125593,2148,187,4,2024-12-11
125594,16776,145,3,2024-10-14
125595,16803,183,3,2024-05-27
125596,32015,20,7,2024-09-18
125597,19986,3,1,2024-09-07
125598,47233,131,9,2024-03-04
125599,47995,52,4,2024-06-10
125600,11530,182,9,2024-03-27
125601,47493,17,3,2024-03-19
125602,28261,133,10,2024-07-04
125603,46317,128,6,2024-01-20
125604,23357,111,5,2024-12-23
125605,40380,138,10,2024-02-02
125606,49470,175,10,2024-08-26
125607,24988,133,8,2024-07-06
125608,15421,46,6,2024-02-10
125609,9122,10,2,2024-05-02
125610,9607,108,1,2024-10-22
125611,5096,16,7,2024-04-26
125612,19672,88,9,2024-12-06
125613,27851,165,4,2024-04-04
125614,12515,190,5,2024-02-21
125615,19942,105,3,2024-09-25
125616,10183,162,3,2024-10-04
125617,31227,103,1,2024-12-28
125618,34493,32,2,2024-01-25
125619,15268,53,10,2024-11-13
125620,25131,165,8,2024-05-17
125621,27711,95,3,2024-04-21
125622,34547,156,7,2024-02-13
125623,23858,16,1,2024-07-02
125624,35094,36,10,2024-01-01
125625,430,168,1,2024-08-20
125626,12615,119,6,2024-05-27
125627,5398,184,3,2024-01-18
125628,16600,47,1,2024-12-12
125629,36837,74,2,2024-05-07
125630,9025,98,8,2024-07-30
125631,6058,70,2,2024-07-09
125632,15061,29,7,2024-06-24
125633,12379,50,4,2024-10-30
125634,42643,60,7,2024-12-16
125635,23812,179,4,2024-08-21
125636,27992,11,2,2024-01-07
125637,13233,121,8,2024-05-17
125638,13557,22,2,2024-02-24
125639,29648,22,1,2024-04-01
125640,22839,92,9,2024-10-24
125641,43608,36,1,2024-10-26
125642,9578,80,6,2024-09-19
125643,10657,144,7,2024-07-17
125644,5178,14,2,2024-05-07
125645,47136,150,4,2024-10-04
125646,45462,184,1,2024-03-30
125647,35420,169,10,2024-09-14
125648,34644,78,6,2024-08-28
125649,46551,112,2,2024-08-24
125650,11980,20,4,2024-08-22
125651,19063,136,10,2024-12-29
125652,2817,193,4,2024-03-09
125653,41072,31,9,2024-10-01
125654,35120,188,4,2024-05-08
125655,33864,146,7,2024-03-20
125656,34281,169,10,2024-07-16
125657,23982,197,8,2024-02-09
125658,45621,199,4,2024-07-17
125659,38986,21,8,2024-05-25
125660,6633,125,5,2024-10-23
125661,3895,64,1,2024-07-25
125662,17079,3,8,2024-07-24
125663,11548,25,10,2024-03-08
125664,1208,158,10,2024-06-21
125665,31094,53,3,2024-12-10
125666,26734,81,8,2024-07-15
125667,11206,42,4,2024-08-02
125668,2134,171,8,2024-12-04
125669,34391,166,9,2024-10-25
125670,31738,153,2,2024-01-06
125671,18613,107,2,2024-07-25
125672,8677,74,1,2024-08-27
125673,49749,8,6,2024-02-01
125674,38525,91,4,2024-05-21
125675,29704,167,1,2024-12-16
125676,48071,79,10,2024-09-06
125677,39435,181,6,2024-08-25
125678,40901,36,4,2024-07-26
125679,47952,164,2,2024-06-22
125680,37465,23,4,2024-06-06
125681,15941,48,8,2024-08-05
125682,20917,127,8,2024-04-15
125683,43667,9,6,2024-10-25
125684,12509,2,1,2024-02-28
125685,43728,151,3,2024-07-11
125686,3647,161,3,2024-04-29
125687,33208,20,6,2024-04-09
125688,11147,151,4,2024-03-29
125689,33967,117,2,2024-07-09
125690,7677,73,6,2024-10-26
125691,44252,14,4,2024-11-15
125692,18351,87,7,2024-12-05
125693,29623,169,9,2024-08-10
125694,49388,92,6,2024-01-11
125695,21184,92,3,2024-09-11
125696,5536,15,9,2024-08-23
125697,26369,162,10,2024-03-16
125698,33272,178,6,2024-02-09
125699,4802,194,9,2024-02-26
125700,1566,139,7,2024-12-27
125701,10563,98,2,2024-08-14
125702,36944,134,5,2024-09-08
125703,29092,28,5,2024-03-06
125704,18624,96,10,2024-11-24
125705,33178,38,4,2024-11-12
125706,37299,33,8,2024-10-28
125707,35693,130,4,2024-11-10
125708,29676,59,8,2024-09-18
125709,24814,122,1,2024-04-14
125710,21573,180,7,2024-11-26
125711,21586,111,3,2024-12-25
125712,3674,82,2,2024-03-09
125713,32542,49,1,2024-11-05
125714,34267,112,8,2024-12-03
125715,1869,30,3,2024-10-03
125716,40620,163,8,2024-10-29
125717,29777,10,9,2024-05-07
125718,5867,179,5,2024-12-12
125719,20091,71,3,2024-04-12
125720,34524,31,2,2024-06-09
125721,2415,30,5,2024-01-30
125722,38781,102,3,2024-05-31
125723,36052,22,6,2024-01-27
125724,46713,36,7,2024-03-19
125725,40450,175,9,2024-05-04
125726,35336,21,3,2024-06-25
125727,42371,95,3,2024-09-06
125728,15827,144,6,2024-07-29
125729,7266,8,4,2024-02-19
125730,22194,167,10,2024-12-08
125731,7400,130,5,2024-05-05
125732,35508,42,6,2024-12-07
125733,44014,48,9,2024-01-28
125734,43595,52,8,2024-01-26
125735,42839,49,8,2024-09-22
125736,36525,27,5,2024-08-06
125737,9997,171,8,2024-09-30
125738,42101,200,4,2024-08-28
125739,37069,64,9,2024-05-21
125740,20780,91,5,2024-02-04
125741,40722,200,10,2024-01-27
125742,42551,94,3,2024-09-24
125743,45579,184,8,2024-01-09
125744,30247,28,9,2024-03-08
125745,3724,77,4,2024-01-18
125746,40057,23,4,2024-09-02
125747,37424,81,9,2024-05-08
125748,9114,17,4,2024-12-20
125749,17607,72,4,2024-02-06
125750,49209,94,9,2024-01-24
125751,1905,123,8,2024-03-06
125752,26375,4,7,2024-02-14
125753,16005,33,5,2024-04-13
125754,29620,188,7,2024-07-13
125755,42473,153,5,2024-11-19
125756,46842,99,3,2024-10-02
125757,24144,157,9,2024-09-05
125758,11308,136,10,2024-06-21
125759,38754,66,1,2024-08-10
125760,11599,95,7,2024-02-24
125761,3707,22,9,2024-05-31
125762,40451,177,4,2024-12-28
125763,14191,63,8,2024-05-09
125764,10866,123,8,2024-12-07
125765,3110,53,4,2024-04-26
125766,44234,173,4,2024-03-11
125767,45221,52,10,2024-02-24
125768,28305,51,9,2024-02-18
125769,47445,89,2,2024-01-29
125770,43923,5,3,2024-07-03
125771,15790,135,8,2024-12-12
125772,44670,67,9,2024-12-06
125773,14738,47,6,2024-10-10
125774,20031,94,1,2024-09-11
125775,29165,101,10,2024-09-12
125776,2919,63,6,2024-06-03
125777,41737,28,8,2024-09-11
125778,23196,15,8,2024-07-13
125779,16433,28,6,2024-03-07
125780,49092,24,4,2024-01-17
125781,14906,52,3,2024-12-28
125782,32682,122,5,2024-04-21
125783,17424,94,8,2024-04-23
125784,11630,192,10,2024-11-30
125785,26165,38,9,2024-02-26
125786,36,23,9,2024-06-10
125787,34787,50,5,2024-11-21
125788,8517,29,2,2024-06-23
125789,39114,18,1,2024-05-21
125790,28594,109,9,2024-05-18
125791,21085,95,7,2024-03-07
125792,38634,135,10,2024-10-21
125793,23226,89,9,2024-06-25
125794,46757,192,6,2024-08-19
125795,6676,117,8,2024-11-17
125796,19288,1,4,2024-04-11
125797,34679,124,5,2024-12-03
125798,15230,71,1,2024-07-12
125799,48265,74,9,2024-09-03
125800,27915,13,5,2024-09-07
125801,5389,165,10,2024-10-12
125802,13615,98,6,2024-11-24
125803,29842,29,9,2024-04-01
125804,49093,156,6,2024-05-15
125805,40550,109,7,2024-10-21
125806,15500,150,6,2024-11-12
125807,18225,25,9,2024-02-10
125808,19505,139,8,2024-01-13
125809,16917,43,7,2024-05-24
125810,36247,181,5,2024-11-15
125811,20040,166,1,2024-10-11
125812,42395,140,4,2024-04-02
125813,32580,14,4,2024-12-31
125814,9249,143,3,2024-11-20
125815,9719,93,4,2024-06-08
125816,47029,86,8,2024-01-11
125817,28723,105,7,2024-08-28
125818,12494,85,7,2024-04-13
125819,24226,27,1,2024-08-18
125820,31868,160,8,2024-04-12
125821,24335,5,9,2024-04-20
125822,3203,84,3,2024-06-27
125823,3563,52,1,2024-11-28
125824,24412,72,10,2024-08-31
125825,5617,51,6,2024-03-11
125826,49048,11,1,2024-02-26
125827,4105,29,5,2024-02-16
125828,7146,171,8,2024-12-08
125829,12567,154,8,2024-05-21
125830,16100,94,9,2024-05-19
125831,14375,34,3,2024-12-02
125832,19474,143,2,2024-06-02
125833,28412,134,9,2024-01-28
125834,20829,135,3,2024-08-13
125835,21608,77,6,2024-05-21
125836,33827,65,9,2024-12-07
125837,7812,104,6,2024-02-16
125838,26557,168,10,2024-06-18
125839,22563,28,8,2024-05-03
125840,14175,97,2,2024-04-08
125841,43331,133,3,2024-09-03
125842,13980,194,7,2024-10-05
125843,42199,103,4,2024-09-02
125844,10967,65,2,2024-06-06
125845,22197,101,6,2024-03-01
125846,31098,9,9,2024-11-01
125847,38244,123,10,2024-08-30
125848,4944,87,1,2024-10-22
125849,34178,35,1,2024-03-17
125850,32226,159,4,2024-10-16
125851,35378,155,10,2024-07-29
125852,4682,87,7,2024-05-06
125853,46203,93,2,2024-01-21
125854,1099,177,1,2024-04-18
125855,38912,7,6,2024-08-26
125856,41748,71,4,2024-12-25
125857,19782,198,2,2024-03-04
125858,27544,159,5,2024-01-04
125859,16061,130,9,2024-05-14
125860,3270,172,7,2024-06-05
125861,411,110,3,2024-08-11
125862,1512,139,3,2024-03-03
125863,34363,70,10,2024-04-30
125864,37454,117,1,2024-07-30
125865,13688,2,10,2024-10-30
125866,28842,187,9,2024-05-12
125867,26906,7,7,2024-10-13
125868,39586,99,5,2024-05-29
125869,24481,23,6,2024-12-19
125870,25848,31,8,2024-01-11
125871,28984,110,6,2024-06-13
125872,41677,193,3,2024-11-28
125873,22488,172,9,2024-06-14
125874,3989,6,10,2024-12-20
125875,49560,90,10,2024-12-15
125876,40351,127,4,2024-08-31
125877,26204,133,4,2024-06-13
125878,846,50,3,2024-08-05
125879,49096,41,3,2024-04-23
125880,40339,116,7,2024-12-18
125881,5916,117,1,2024-03-23
125882,2823,108,1,2024-06-18
125883,13386,95,1,2024-01-22
125884,42515,8,6,2024-05-09
125885,3900,39,8,2024-07-23
125886,40718,88,9,2024-10-15
125887,33945,26,9,2024-04-09
125888,32028,114,7,2024-09-24
125889,22427,24,9,2024-03-25
125890,13986,192,7,2024-06-28
125891,44764,140,6,2024-12-02
125892,9389,12,8,2024-12-06
125893,36536,120,2,2024-04-26
125894,44490,156,3,2024-06-11
125895,1192,90,4,2024-02-05
125896,48918,26,10,2024-04-19
125897,10241,21,7,2024-08-05
125898,37966,170,6,2024-04-09
125899,24995,117,7,2024-05-23
125900,2344,143,2,2024-02-08
125901,18733,7,10,2024-08-12
125902,1257,89,8,2024-11-09
125903,9547,90,10,2024-04-01
125904,31600,186,1,2024-12-27
125905,18120,94,4,2024-12-06
125906,25137,69,10,2024-12-04
125907,9208,80,2,2024-05-02
125908,5807,90,10,2024-11-29
125909,30768,41,10,2024-11-06
125910,42944,56,5,2024-11-14
125911,13801,18,9,2024-05-16
125912,34401,49,3,2024-04-13
125913,8243,87,1,2024-06-26
125914,8199,54,2,2024-12-08
125915,44484,131,10,2024-01-25
125916,39359,139,8,2024-10-12
125917,30643,10,6,2024-05-07
125918,21623,27,7,2024-03-06
125919,32256,185,3,2024-06-05
125920,14755,158,1,2024-04-12
125921,2712,44,3,2024-11-26
125922,25503,117,4,2024-06-07
125923,27636,9,1,2024-11-12
125924,27002,82,7,2024-03-20
125925,48314,191,2,2024-05-13
125926,29192,12,6,2024-05-17
125927,18005,105,3,2024-10-12
125928,6992,120,7,2024-06-28
125929,16463,55,7,2024-06-28
125930,26886,89,1,2024-06-06
125931,22247,53,9,2024-10-28
125932,37691,7,3,2024-05-21
125933,789,22,5,2024-03-08
125934,5886,53,3,2024-06-02
125935,43658,96,3,2024-05-02
125936,956,23,8,2024-08-26
125937,28878,116,3,2024-03-11
125938,45837,93,7,2024-03-15
125939,24517,181,6,2024-05-21
125940,40556,33,7,2024-09-27
125941,35512,99,7,2024-09-18
125942,24815,115,5,2024-10-09
125943,29370,199,3,2024-01-08
125944,16344,152,6,2024-04-22
125945,33461,95,9,2024-07-09
